,name,year,genre,country,duration,age_limit,budget,director,rating
1274,Большие глаза (2014),2014,драма,США,106,16 +,10000000,Тим Бертон,6.9
1275,Годзилла (2014),2014,боевик,США,123,12 +,160000000,Гарет Эдвардс,6.4
1276,Домашнее видео (2014),2014,комедия,США,94,18 +,40000000,Джейк Кэздан,5.1
1277,Избави нас от лукавого (2014),2014,триллер,США,118,18 +,30000000,Скотт Дерриксон,6.2
1278,Соседи. На тропе войны (2014),2014,комедия,США,96,18 +,18000000,Николас Столлер,6.3
1279,Большая свадьба (2013),2013,комедия,США,90,16 +,35000000,Джастин Закэм,5.6
1280,Возвращение героя (2013),2013,триллер,США,107,18 +,45000000,Ким Джи-ун,6.3
1281,Грязь (2013),2013,драма,США,93,18 +,null,Джон С. Бейрд,7.0
1282,Джобс. Империя соблазна (2013),2013,драма,США,122,12 +,12000000,Джошуа Майкл Штерн,6.0
1283,Кровью и потом: Анаболики (2013),2013,комедия,США,129,16 +,25000000,Майкл Бэй,6.4
1284,Сталинград (2013),2013,драма,Россия,135,12 +,30000000,Федор Бондарчук,5.7
1285,Белоснежка и охотник (2012),2012,драма,США,127,16 +,170000000,Руперт Сандерс,6.1
1286,Отверженные (2012),2012,драма,Великобритания,158,12 +,61000000,Том Хупер,7.5
1287,Путешествие 2: Таинственный остров (2012),2012,комедия,США,94,0 +,79000000,Брэд Пейтон,5.7
1288,Самый пьяный округ в мире (2012),2012,драма,США,115,18 +,26000000,Джон Хиллкоут,7.2
1289,Охотники за головами (2011),2011,триллер,Германия,100,16 +,5280000,Мортен Тильдум,7.5
1290,Жить (2010),2010,драма,Россия,72,16 +,null,Юрий Быков,7.0
1291,Киллеры (2010),2010,мелодрама,США,100,16 +,75000000,Роберт Лукетич,5.5
1292,Пипец (2010),2010,комедия,США,117,16 +,30000000,Мэттью Вон,7.6
1293,Война невест (2009),2009,мелодрама,США,89,12 +,30000000,Гари Виник,5.5
1294,Дориан Грей (2009),2009,драма,Великобритания,112,16 +,null,Оливер Паркер,6.2
1295,Замерзшая из Майами (2009),2009,мелодрама,США,97,18 +,8000000,Йонас Элмер,5.7
1297,Легкое поведение (2008),2008,мелодрама,Канада,97,16 +,null,Стефан Эллиотт,6.6
1298,Хеллбой II: Золотая армия (2008),2008,боевик,США,120,16 +,85000000,Гильермо дель Торо,7.0
1299,P.S. Я люблю тебя (2007),2007,драма,США,126,18 +,30000000,Ричард ЛаГравенес,7.0
1300,Поезд на Юму (2007),2007,драма,США,122,16 +,55000000,Джеймс Мэнголд,7.6
1301,Призрачный гонщик (2007),2007,триллер,США,114,16 +,110000000,Марк Стивен Джонсон,5.3
1302,Приют (2007),2007,драма,Испания,105,16 +,null,Хуан Антонио Байона,7.4
1303,Дневной дозор (2006),2006,фэнтези,Россия,146,12 +,4200000,Тимур Бекмамбетов,6.4
1304,Пенелопа (2006),2006,мелодрама,США,104,16 +,15000000,Марк Палански,6.7
1305,Труп невесты (2005),2005,мелодрама,США,77,12 +,40000000,null,7.4
1306,…А в душе я танцую (2004),2004,драма,Ирландия,98,16 +,null,Дэмиен О’Доннелл,7.7
1307,Лара Крофт: Расхитительница гробниц 2 - Колыбель жизни (2003),2003,триллер,США,100,12 +,115000000,Ян де Бонт,5.5
1308,Госпожа горничная (2002),2002,драма,США,105,12 +,55000000,Уэйн Ван,5.4
1309,Ганнибал (2001),2001,драма,США,131,18 +,87000000,Ридли Скотт,6.8
1310,Любовь зла (2001),2001,драма,США,109,16 +,40000000,null,6.0
1311,Парк Юрского периода 3 (2001),2001,триллер,США,92,12 +,93000000,Джо Джонстон,6.0
1312,Патриот (2000),2000,драма,США,165,18 +,110000000,Роланд Эммерих,7.2
1313,Пляж (2000),2000,драма,США,120,16 +,50000000,Дэнни Бойл,6.6
1314,Святые из Бундока (1999),1999,драма,США,109,18 +,6000000,Трой Даффи,7.6
1315,Город ангелов (1998),1998,драма,США,114,12 +,55000000,Брэд Силберлинг,6.7
1316,Мусульманин (1995),1995,драма,Россия,110,16 +,null,Владимир Хотиненко,6.8
1317,Смертельная битва (1995),1995,триллер,США,101,16 +,20000000,Пол У. С. Андерсон,5.8
1318,Тупой и еще тупее (1994),1994,комедия,США,107,16 +,16000000,null,7.3
1319,Беглец (1993),1993,триллер,США,130,16 +,40000000,Эндрю Дэвис,7.8
1320,Чужой 3 (1992),1992,триллер,США,115,16 +,50000000,Дэвид Финчер,6.4
1321,Бездна (1989),1989,триллер,США,171,16 +,69500000,Джеймс Кэмерон,7.5
1322,Жемчужина Нила (1985),1985,мелодрама,США,106,0 +,25000000,Льюис Тиг,6.1
1323,Иди и смотри (1985),1985,драма,СССР,136,18 +,null,Элем Климов,8.3
1324,Белые росы (1983),1983,комедия,СССР,89,12 +,null,Игорь Добролюбов,7.5
1325,Ищите женщину (1982),1982,мелодрама,СССР,152,0 +,null,Алла Сурикова,7.7
1326,Тайна третьей планеты (1981),1981,мультфильмы,СССР,50,12 +,null,Роман Качанов,7.8
1328,Дед Мороз и Серый волк (1978),1978,короткометражный,СССР,17,0 +,null,Витольд Бордзиловский,7.6
1329,Мимино (1977),1977,комедия,СССР,92,12 +,null,Георгий Данелия,8.0
1332,Изгоняющий дьявола (1973),1973,ужасы,США,122,18 +,12000000,Уильям Фридкин,8.1
1333,Заводной апельсин (1971),1971,драма,США,136,18 +,2200000,Стэнли Кубрик,8.2
1334,Бременские музыканты (1969),1969,мультфильмы,СССР,20,6 +,null,Инесса Ковалевская,7.9
1335,Доживем до понедельника (1968),1968,драма,СССР,106,0 +,null,Станислав Ростоцкий,7.8
1336,Вий (1967),1967,ужасы,СССР,77,16 +,null,null,7.2
1337,"Женя, Женечка и «Катюша» (1967)",1967,мелодрама,СССР,85,12 +,null,Владимир Мотыль,7.5
1338,Республика ШКИД (1966),1966,драма,СССР,103,6 +,null,Геннадий Полока,7.8
1339,Снежная королева (1966),1966,драма,СССР,85,6 +,null,Геннадий Казанский,6.9
1340,Война и мир (1965),1965,драма,СССР,373,16 +,29000000,Сергей Бондарчук,8.3
1341,Фантомас разбушевался (1965),1965,комедия,Италия,94,12 +,null,Андре Юнебель,6.8
1342,Королевство кривых зеркал (1963),1963,семейный,СССР,75,12 +,null,Александр Роу,7.2
1343,Я шагаю по Москве (1963),1963,мелодрама,СССР,78,16 +,null,Георгий Данелия,7.7
1344,Гусарская баллада (1962),1962,комедия,СССР,94,0 +,null,Эльдар Рязанов,7.4
1345,Человек-амфибия (1961),1961,драма,СССР,92,16 +,null,null,6.9
1346,Батя 2. Дед (2025),2025,драма,Россия,88,12 +,null,Илья Учитель,6.1
1347,Лунатики (2023),2023,драма,Россия,92,18 +,null,Юрий Мороз,5.4
1348,Доктор Стрэндж: В мультивселенной безумия (2022),2022,боевик,США,126,16 +,null,Сэм Рэйми,6.9
1349,Легенда о Зеленом Рыцаре (2021),2021,драма,США,125,18 +,null,Дэвид Лоури,6.6
1350,Люди Икс: Темный Феникс (2019),2019,боевик,США,113,16 +,null,Саймон Кинберг,5.7
1351,Рокетмен (2019),2019,драма,США,121,18 +,null,Декстер Флетчер,7.3
1352,Кролик Питер (2018),2018,комедия,США,95,6 +,50000000,Уилл Глак,6.6
1353,Несокрушимый (2018),2018,драма,Россия,90,12 +,null,Константин Максимов,5.6
1354,Рэмпейдж (2018),2018,боевик,США,107,16 +,null,Брэд Пейтон,6.1
1355,Величайший шоумен (2017),2017,драма,США,105,12 +,84000000,Майкл Грэйси,7.5
1356,Дюнкерк (2017),2017,драма,США,106,16 +,100000000,Кристофер Нолан,7.8
1357,Мумия (2017),2017,триллер,США,110,12 +,125000000,Алекс Куртцман,5.4
1358,Нелюбовь (2017),2017,драма,Россия,127,18 +,null,Андрей Звягинцев,7.6
1359,Одаренная (2017),2017,драма,США,101,12 +,7000000,Марк Уэбб,7.6
1360,Планета обезьян: Война (2017),2017,драма,США,140,16 +,150000000,Мэтт Ривз,7.4
1361,Призрак в доспехах (2017),2017,драма,США,106,16 +,110000000,Руперт Сандерс,6.3
1362,Выбор (2016),2016,драма,США,111,16 +,null,Росс Кац,6.5
1363,Девушка в поезде (2016),2016,драма,США,112,18 +,45000000,Тейт Тейлор,6.5
1364,Идеальные незнакомцы (2016),2016,драма,Италия,97,18 +,null,Паоло Дженовезе,7.7
1365,Пятьдесят оттенков серого (2015),2015,драма,США,125,18 +,40000000,Сэм Тейлор-Джонсон,4.2
1366,Ультраамериканцы (2015),2015,комедия,США,95,18 +,12000000,Нима Нуризаде,6.1
1367,Анатомия любви (2014),2014,драма,США,104,12 +,20000000,Шана Фест,6.2
1368,"Город грехов 2: Женщина, ради которой стоит убивать (2014)",2014,триллер,США,103,18 +,80000000,null,6.5
1369,Этот неловкий момент (2014),2014,мелодрама,США,94,16 +,8000000,Том Гормикэн,6.1
1370,Афера по-американски (2013),2013,драма,США,138,16 +,40000000,Дэвид О. Расселл,7.2
